go.id	gen.id
GO:0009055	Solyc01g104380
GO:0009055	Solyc01g104390
GO:0009055	Solyc01g104400
GO:0003735	Solyc01g104590
GO:0005622	Solyc01g104590
GO:0005840	Solyc01g104590
GO:0006412	Solyc01g104590
GO:0004185	Solyc01g104850
GO:0006508	Solyc01g104850
GO:0004601	Solyc01g104860
GO:0006979	Solyc01g104860
GO:0020037	Solyc01g104860
GO:0055114	Solyc01g104860
GO:0003677	Solyc01g104900
GO:0006355	Solyc01g104900
GO:0004601	Solyc01g105070
GO:0006979	Solyc01g105070
GO:0020037	Solyc01g105070
GO:0055114	Solyc01g105070
GO:0009916	Solyc01g105220
GO:0055114	Solyc01g105220
GO:0016579	Solyc01g105240
GO:0036459	Solyc01g105240
GO:0003824	Solyc01g105280
GO:0016758	Solyc01g105360
GO:0003849	Solyc01g105383
GO:0009073	Solyc01g105383
GO:0016747	Solyc01g105550
GO:0016747	Solyc01g105580
GO:0016747	Solyc01g105590
GO:0004672	Solyc01g105670
GO:0005524	Solyc01g105670
GO:0006468	Solyc01g105670
GO:0003700	Solyc01g105800
GO:0005634	Solyc01g105800
GO:0006355	Solyc01g105800
GO:0005092	Solyc01g105810
GO:0007264	Solyc01g105810
GO:0010333	Solyc01g105850
GO:0016829	Solyc01g105850
GO:0000287	Solyc01g105860
GO:0010333	Solyc01g105860
GO:0016829	Solyc01g105860
GO:0010333	Solyc01g105910
GO:0016829	Solyc01g105910
GO:0010333	Solyc01g105930
GO:0016829	Solyc01g105930
GO:0000287	Solyc01g105940
GO:0010333	Solyc01g105940
GO:0016829	Solyc01g105940
GO:0000287	Solyc01g105950
GO:0010333	Solyc01g105950
GO:0016829	Solyc01g105950
GO:0016791	Solyc01g105970
GO:0004672	Solyc01g106055
GO:0006468	Solyc01g106055
GO:0005509	Solyc01g106090
GO:0009523	Solyc01g106090
GO:0009654	Solyc01g106090
GO:0015979	Solyc01g106090
GO:0019898	Solyc01g106090
GO:0003700	Solyc01g106175
GO:0005634	Solyc01g106175
GO:0006355	Solyc01g106175
GO:0055085	Solyc01g106195
